Term,Subject,Number,CCN,Title,Type,Section#,Instructor,Meeting Times,Rejected Student Cnt,Enrollment Limit,Waitlist Limit Cnt,Enrollment Cnt,% Class Filled,% Class Filled,Waitlist Cnt,Include Sb Week Desc
2015 Spring,English,133T,28085,Topics Af Am,Lecture,1,Steven Lee,Tue Thu 03:30p-05:00p,5,22,0,22,100,100,0,Week 04
2015 Spring,English,141,28088,Modes Of Writing,Lecture,1,Cecil Giscombe,Tue Thu 03:30p-05:00p,59,13,0,13,100,100,0,Week 04
2015 Spring,English,141,28091,Modes Of Writing,Lecture,2,Kirsten Tranter,Mon Wed Fri 01:00p-02:00p,64,47,0,47,100,100,0,Week 04
2015 Spring,English,143A,28094,Short Fiction,Lecture,1,Melanie Chandra,Mon Wed 11:00a-12:30p,37,28,0,11,39.28571,39.28571,0,Week 04
2015 Spring,English,143A,28097,Short Fiction,Lecture,2,Georgina Kleege,Tue Thu 09:30a-11:00a,18,28,0,15,53.57143,53.57143,0,Week 04
2015 Spring,English,143B,28100,Verse,Lecture,1,Geoffrey O'Brien,Mon 03:00p-06:00p,7,17,0,12,70.58824,70.58824,0,Week 04
2015 Spring,English,143D,28102,Expos & Crit Wr,Lecture,1,Kathleen Donegan,Tue Thu 02:00p-03:30p,4,28,0,14,50,50,0,Week 04
2015 Spring,English,143N,28103,Prose Nonfiction,Lecture,1,Thomas Farber,Wed 03:00p-06:00p,6,17,0,11,64.70588,64.70588,0,Week 04
2015 Spring,English,165,28109,Special Topics,Seminar,1,Mark Goble,Tue Thu 02:00p-03:30p,30,29,0,29,100,100,0,Week 04
2015 Spring,English,165,28112,Special Topics,Seminar,2,Steven Isenberg,Tue Thu 02:00p-03:30p,12,17,0,17,100,100,0,Week 04
2015 Spring,English,166,28115,Special Topics,Lecture,1,Ian Duncan,Mon Wed Fri 11:00a-12:00p,20,26,0,26,100,100,0,Week 04
2015 Spring,English,166,28118,Special Topics,Lecture,2,Mark Goble,Tue Thu 09:30a-11:00a,37,56,0,56,100,100,0,Week 04
2015 Spring,English,166,28121,Special Topics,Lecture,3,Eric Naiman,Tue Thu 09:30a-11:00a,30,35,0,33,94.28571,94.28571,0,Week 04
2015 Spring,English,174,28124,Lit & History,Lecture,1,Scott Saul,Tue Thu 12:30p-02:00p,30,32,0,32,100,100,0,Week 04
2015 Spring,English,179,28130,Lit And Linguistics,Lecture,1,Kristin Hanson,Tue Thu 11:00a-12:30p,6,29,0,29,100,100,0,Week 04
2015 Spring,English,180A,28133,Autobiography,Lecture,1,Georgina Kleege,Tue Thu 03:30p-05:00p,24,45,0,45,100,100,0,Week 04
2015 Spring,English,180H,28136,Short Story,Lecture,1,Vikram Chandra,Tue Thu 03:30p-05:00p,48,60,0,60,100,100,0,Week 04
2015 Spring,English,180N,28139,The Novel,Lecture,1,Dorothy Hale,Mon Wed 02:30p-04:00p,4,18,1,18,100,100,1,Week 04
2015 Spring,English,180Z,28154,Science Fiction,Lecture,1,Donna Jones,Tue Thu 12:30p-02:00p,57,59,1,59,100,100,1,Week 04
2015 Spring,English,190,28157,Research Seminar,Seminar,1,Dorothy Hale,Mon Wed 12:30p-02:00p,8,20,0,20,100,100,0,Week 04
2015 Spring,English,190,28160,Research Seminar,Seminar,2,Mark Danner,Mon 03:00p-06:00p,22,25,1,25,100,100,1,Week 04
2015 Spring,English,190,28166,Research Seminar,Seminar,5,Steven Goldsmith,Tue Thu 09:30a-11:00a,5,18,0,18,100,100,0,Week 04
2015 Spring,English,190,28169,Research Seminar,Seminar,6,Steven Lee,Tue Thu 11:00a-12:30p,5,18,0,18,100,100,0,Week 04
2015 Spring,English,190,28172,Research Seminar,Seminar,7,Mitchell Breitwieser,Tue Thu 12:30p-02:00p,12,27,0,27,100,100,0,Week 04
2015 Spring,English,190,28175,Research Seminar,Seminar,8,Kristin Hanson,Tue Thu 03:30p-05:00p,0,5,0,5,100,100,0,Week 04
2015 Spring,English,190,28178,Research Seminar,Seminar,9,Jeffrey Knapp,Tue Thu 03:30p-05:00p,6,23,0,23,100,100,0,Week 04
2015 Spring,English,190,28181,Research Seminar,Seminar,10,George Starr,Tue 07:00p-10:00p,17,24,0,24,100,100,0,Week 04
2015 Spring,English,190,28184,Research Seminar,Seminar,11,Julia Bader,Mon Wed 05:30p-07:00p,6,20,0,20,100,100,0,Week 04
2015 Spring,English,190,28190,Research Seminar,Seminar,12,D Miller,Tue Thu 02:00p-03:30p,3,12,0,12,100,100,0,Week 04
2015 Spring,English,H195B,28196,Honors Course,Lecture,1,Samuel Otter,Tue Thu 12:30p-02:00p,0,28,0,16,57.14286,57.14286,0,Week 04
2015 Spring,English,H195B,28199,Honors Course,Lecture,2,Katherine Snyder,Mon Wed 04:00p-05:30p,1,24,0,17,70.83333,70.83333,0,Week 04
2015 Spring,English,198,28208,Directed Group Stdy,Directed Group Study,3,Elizabeth Abel,Wed 07:00p-09:00p,0,20,0,20,100,100,0,Week 04
2015 Spring,English,198,28211,Directed Group Stdy,Directed Group Study,4,Oliver Arnold,Mon 05:00p-06:30p,0,10,0,7,70,70,0,Week 04
2015 Spring,English,198,28214,Directed Group Stdy,Directed Group Study,5,Charles Blanton,Thu 05:00p-07:00p,0,15,0,9,60,60,0,Week 04
2015 Spring,English,198,28217,Directed Group Stdy,Directed Group Study,6,Kathleen Donegan,Thu 06:00p-07:00p,0,25,0,14,56,56,0,Week 04
2015 Spring,English,198,28220,Directed Group Stdy,Directed Group Study,7,Kevis Bea Goodman,Thu 05:00p-07:00p,0,34,0,32,94.11765,94.11765,0,Week 04
2015 Spring,English,198,28223,Directed Group Stdy,Directed Group Study,8,Dorothy Hale,Tue Thu 05:00p-06:30p,0,10,0,9,90,90,0,Week 04
2015 Spring,English,198,28226,Directed Group Stdy,Directed Group Study,9,Lyn Hejinian,Mon Wed 05:00p-06:30p,0,20,0,9,45,45,0,Week 04
2015 Spring,English,198,28229,Directed Group Stdy,Directed Group Study,10,Georgina Kleege,Tue 05:30p-07:00p,0,25,0,19,76,76,0,Week 04
2015 Spring,English,198,28232,Directed Group Stdy,Directed Group Study,11,Joseph Lavery,Thu 05:00p-07:00p,0,35,0,26,74.28571,74.28571,0,Week 04
2015 Spring,English,198,28235,Directed Group Stdy,Directed Group Study,12,Steven Lee,Wed 05:00p-06:30p,0,24,0,20,83.33333,83.33333,0,Week 04
2015 Spring,English,198BC,28250,Directed Group Stud,Directed Group Study,1,Kathleen Donegan; Rasheed Tazudeen,Tue 06:00p-07:00p,15,21,0,20,95.2381,95.2381,0,Week 04
2015 Spring,English,198BC,28253,Directed Group Stud,Directed Group Study,2,Kathleen Donegan; Serena Le,Tue 07:00p-08:00p,1,21,0,21,100,100,0,Week 04
2015 Spring,English,198BC,28256,Directed Group Stud,Directed Group Study,3,Kathleen Donegan; Rasheed Tazudeen,Tue 07:00p-08:00p,0,21,0,21,100,100,0,Week 04
2015 Spring,English,198BC,28259,Directed Group Stud,Directed Group Study,4,Irene Yoon; Kathleen Donegan,Wed 06:00p-07:00p,34,19,0,19,100,100,0,Week 04
2015 Spring,English,198BC,28262,Directed Group Stud,Directed Group Study,5,Irene Yoon; Kathleen Donegan,Wed 07:00p-08:00p,0,19,0,19,100,100,0,Week 04
2015 Spring,English,198BC,28265,Directed Group Stud,Directed Group Study,6,Kathleen Donegan; Leila Mansouri,Wed 07:00p-08:00p,0,21,0,21,100,100,0,Week 04
2015 Spring,English,198BC,28268,Directed Group Stud,Directed Group Study,7,Jonathan Shelley; Kathleen Donegan,Thu 06:00p-07:00p,8,18,0,18,100,100,0,Week 04
2015 Spring,English,198BC,28271,Directed Group Stud,Directed Group Study,8,Kathleen Donegan; Stephanie Moore,Thu 07:00p-08:00p,0,18,0,18,100,100,0,Week 04
2015 Spring,English,198BC,28274,Directed Group Stud,Directed Group Study,9,Jonathan Shelley; Kathleen Donegan,Thu 07:00p-08:00p,0,19,0,19,100,100,0,Week 04
2015 Spring,English,203,28367,Graduate Readings,Lecture,1,James Turner,Mon Wed 09:30a-11:00a,1,13,0,5,38.46154,38.46154,0,Week 04
2015 Spring,English,203,28370,Graduate Readings,Lecture,2,Genaro Padilla,Fri 12:00p-03:00p,2,15,0,6,40,40,0,Week 04
2015 Spring,English,203,28373,Graduate Readings,Lecture,3,Emily Thornbury,Wed 11:00a-02:00p,3,15,0,8,53.33333,53.33333,0,Week 04
2015 Spring,English,203,28376,Graduate Readings,Lecture,4,Donna Jones,Tue Thu 09:30a-11:00a,1,15,0,5,33.33333,33.33333,0,Week 04
2015 Spring,English,243A,28379,Fiction Workshop,Lecture,1,Vikram Chandra,Tue Thu 12:30p-02:00p,4,28,0,12,42.85714,42.85714,0,Week 04
2015 Spring,English,243B,28382,Poetry Workshop,Lecture,1,Cecil Giscombe,Tue Thu 11:00a-12:30p,2,28,0,7,25,25,0,Week 04
2015 Spring,English,246D,28385,Grad-Pro-Seminars,Lecture,1,Victoria Kahn,Tue 03:30p-06:30p,6,14,0,10,71.42857,71.42857,0,Week 04
2015 Spring,English,246G,28388,Grad Pro-Seminars,Lecture,1,Celeste Langan,Tue Thu 02:00p-03:30p,5,15,0,12,80,80,0,Week 04
2015 Spring,English,246I,28391,Grad Pro-Seminars,Lecture,1,Samuel Otter,Thu 03:30p-06:30p,5,15,0,6,40,40,0,Week 04
2015 Spring,English,250,28397,Research Seminars,Seminar,2,Charles Altieri,Mon 11:00a-01:00p,8,12,0,6,50,50,0,Week 04
2015 Spring,English,250,28400,Research Seminars,Seminar,3,Elizabeth Abel,Wed 03:00p-06:00p,8,12,0,10,83.33333,83.33333,0,Week 04
2015 Spring,English,310,28586,Field Studies,Field Work,1,Kevis Bea Goodman,,0,30,0,2,6.666667,6.666667,0,Week 04
2015 Spring,Philosophy,R1B,67102,Read & Comp Philos,Lecture,1,Michael Rieppel,Tue Thu 11:00a-12:30p,62,17,5,17,100,100,0,Week 04
2015 Spring,Philosophy,R1B,67640,Read & Comp Philos,Lecture,2,Michael Rieppel,Tue Thu 12:30p-02:00p,57,17,9,17,100,100,2,Week 04
2015 Spring,Philosophy,2,67103,Ind Moral/Soc Just,Lecture,1,Hans Sluga,Mon Wed Fri 09:00a-10:00a,89,103,0,102,99.02913,99.02913,0,Week 04
2015 Spring,Philosophy,4,67118,Knowledge Its Limit,Lecture,1,John Macfarlane,Tue Thu 12:30p-02:00p,74,97,5,92,94.84536,94.84536,0,Week 04
2015 Spring,Philosophy,11,67133,Intro Phil Religion,Lecture,1,Lara Buchak,Mon Wed Fri 11:00a-12:00p,31,100,40,96,96,96,1,Week 04
2015 Spring,Philosophy,12A,67148,Intro To Logic,Lecture,1,Paolo Mancosu,Mon Wed Fri 10:00a-11:00a,199,141,10,137,97.16312,97.16312,1,Week 04
2015 Spring,Philosophy,25B,67169,Modern Philosophy,Lecture,1,Timothy Crockett,Mon Wed Fri 11:00a-12:00p,77,200,25,197,98.5,98.5,3,Week 04
2015 Spring,Philosophy,98,67194,Directed Group Stud,Discussion,1,Lara Buchak,Mon 03:00p-04:00p,0,11,5,8,72.72727,72.72727,0,Week 04
2015 Spring,Philosophy,98BC,67195,Directed Group Stud,Discussion,1,Lara Buchak; Lindsay Crawford,Mon 05:00p-06:00p,0,20,5,12,60,60,0,Week 04
2015 Spring,Philosophy,98BC,67628,Directed Group Stud,Discussion,2,Lara Buchak; Lindsay Crawford,Mon 06:00p-07:00p,0,20,5,7,35,35,0,Week 04
2015 Spring,Philosophy,100,67196,Phil Methods,Lecture,1,Lara Buchak,Wed 02:00p-04:00p,41,50,10,50,100,100,2,Week 04
2015 Spring,Philosophy,107,67223,Moral Psychology,Lecture,1,Kwong-Loi Shun,Mon Wed Fri 02:00p-03:00p,90,51,2,50,98.03922,98.03922,1,Week 04
2015 Spring,Philosophy,115,67232,Political Philos,Lecture,1,Hans Sluga,Tue Thu 11:00a-12:30p,60,63,15,61,96.8254,96.8254,4,Week 04
2015 Spring,Philosophy,125,67241,Metaphysics,Lecture,1,Geoffrey Lee,Tue Thu 12:30p-02:00p,83,52,48,52,100,100,11,Week 04
2015 Spring,Philosophy,135,67250,Theory Of Meaning,Lecture,1,John Macfarlane,Tue Thu 02:00p-03:30p,156,74,1,71,95.94595,95.94595,0,Week 04
2015 Spring,Philosophy,138,67262,Phil Of Society,Lecture,1,John Searle,Tue Thu 09:30a-11:00a,72,51,25,50,98.03922,98.03922,2,Week 04
2015 Spring,Philosophy,143,67271,Modal Logic,Lecture,1,Wesley Holliday,Tue Thu 09:30a-11:00a,20,51,15,39,76.47059,76.47059,0,Week 04
2015 Spring,Philosophy,163,67289,Spec Top Greek Phil,Lecture,1,Timothy Clarke,Mon Wed Fri 11:00a-12:00p,3,48,10,45,93.75,93.75,0,Week 04
2015 Spring,Philosophy,174,67307,Locke,Lecture,1,Timothy Crockett,Mon Wed Fri 03:00p-04:00p,2,48,10,42,87.5,87.5,0,Week 04
2015 Spring,Philosophy,185,67316,Heidegger,Lecture,1,Katharina Kaiser,Tue Thu 11:00a-12:30p,25,50,10,49,98,98,0,Week 04
2015 Spring,Philosophy,186B,67325,Later Wittgenstein,Lecture,1,Barry Stroud,Tue Thu 11:00a-12:30p,9,52,10,51,98.07692,98.07692,0,Week 04
2015 Spring,Philosophy,190,67334,Proseminar,Lecture,1,Hubert Dreyfus,Tue Thu 09:30a-11:00a,17,17,7,16,94.11765,94.11765,0,Week 04
2015 Spring,Philosophy,198,67365,Directed Group Stdy,Directed Group Study,1,Lara Buchak,Mon 03:00p-04:00p,0,20,1,8,40,40,0,Week 04
2015 Spring,Philosophy,198BC,67366,Directed Group Stud,Discussion,1,Lara Buchak; Melissa Fusco,Tue 05:00p-06:00p,0,20,10,20,100,100,0,Week 04
2015 Spring,Philosophy,198BC,67631,Directed Group Stud,Discussion,2,Lara Buchak; Melissa Fusco,Tue 06:00p-07:00p,0,20,10,10,50,50,0,Week 04
2015 Spring,Philosophy,198BC,67634,Directed Group Stud,Discussion,3,Arpy Khatchirian; Lara Buchak,Wed 05:00p-06:00p,0,20,10,17,85,85,0,Week 04
2015 Spring,Philosophy,198BC,67637,Directed Group Stud,Discussion,4,Arpy Khatchirian; Lara Buchak,Wed 06:00p-07:00p,0,20,10,8,40,40,0,Week 04
2015 Spring,Philosophy,290,67451,Seminar,Seminar,1,Klaus Corcilius; Timothy Clarke,Mon 02:00p-04:00p,0,20,20,6,30,30,0,Week 04
2015 Spring,Philosophy,290,67454,Seminar,Seminar,2,Wesley Holliday,Tue 01:00p-03:00p,0,20,10,6,30,30,0,Week 04
2015 Spring,Philosophy,290,67457,Seminar,Seminar,3,Robert Noe,Thu 02:00p-04:00p,0,20,20,5,25,25,0,Week 04
2015 Spring,Philosophy,290,67460,Seminar,Seminar,4,John Macfarlane,Tue 04:00p-06:00p,0,20,20,8,40,40,0,Week 04
2015 Spring,Philosophy,290,67463,Seminar,Seminar,5,Richard Wallace,Wed 02:00p-04:00p,0,20,20,12,60,60,0,Week 04
2015 Spring,Philosophy,290,67466,Seminar,Seminar,6,Seth Yalcin,Wed 04:00p-06:00p,0,20,10,3,15,15,0,Week 04
2015 Spring,Philosophy,295,67469,Dissertation Sem,Seminar,1,John Campbell,Fri 12:00p-02:00p,0,14,14,8,57.14286,57.14286,0,Week 04
2015 Spring,Statistics,2,87303,Intro To Stat,Lecture,1,Adam Lucas,Mon Wed Fri 12:00p-01:00p,61,300,60,280,93.33333,93.33333,0,Week 04
2015 Spring,Statistics,2,87356,Intro To Stat,Lecture,2,Ann Kalinowski,Tue Thu 12:30p-02:00p,77,150,36,146,97.33333,97.33333,0,Week 04
2015 Spring,Statistics,20,87357,Intro Prob Stat Cal,Lecture,1,Howard D'Abrera,Tue Thu 08:00a-09:30a,169,481,90,444,92.30769,92.30769,3,Week 04
2015 Spring,Statistics,W21,87462,Intro Prob Stat Bus,Web-Based Lecture,1,Shobhana Murali Stoyanov,,0,200,0,158,79,79,0,Week 04
2015 Spring,Statistics,97,87465,Field Study In Stat,Field Work,1,Shobhana Murali Stoyanov,,0,2,2,1,50,50,0,Week 04
2015 Spring,Statistics,97,87467,Field Study In Stat,Field Work,2,James Pitman,,0,2,1,1,50,50,0,Week 04
2015 Spring,Statistics,98,87471,Directed Group Stdy,Directed Group Study,2,Andrew Zhao; David Aldous; Lukas Vlahos,Wed 06:00p-08:00p,0,40,10,31,77.5,77.5,0,Week 04
2015 Spring,Statistics,98,87474,Directed Group Stdy,Directed Group Study,3,David Brillinger,Mon 05:00p-07:00p,0,10,12,3,30,30,0,Week 04
2015 Spring,Statistics,98,87477,Directed Group Stdy,Directed Group Study,4,Matthew Mccaffrey; Shobhana Murali Stoyanov,Mon 05:30p-07:30p,0,20,12,5,25,25,1,Week 04
2015 Spring,Statistics,98,87480,Directed Group Stdy,Directed Group Study,5,James Pitman; Michael Leong,Mon Wed Fri 02:00p-03:00p,0,20,10,3,15,15,0,Week 04
2015 Spring,Statistics,98,87486,Directed Group Stdy,Directed Group Study,7,James Pitman; Michael Leong,Mon Wed Fri 10:00a-11:00a,0,20,15,13,65,65,0,Week 04
2015 Spring,Statistics,131A,87489,Prob Stat Life Sci,Lecture,1,Fletcher Ibser,Mon Wed Fri 11:00a-12:00p,0,210,70,159,75.71429,75.71429,0,Week 04
2015 Spring,Statistics,133,87507,Computing Data,Lecture,1,Deborah Nolan,Tue Thu 12:30p-02:00p,225,163,8,153,93.86503,93.86503,3,Week 04
2015 Spring,Statistics,133,87528,Computing Data,Lecture,2,Ingileif Hallgrimsdottir,Tue Thu 02:00p-03:30p,117,150,35,140,93.33333,93.33333,0,Week 04
2015 Spring,Statistics,134,87570,Concepts Of Prob,Lecture,1,James Pitman,Mon Wed Fri 09:00a-10:00a,99,360,96,303,84.16667,84.16667,0,Week 04
2015 Spring,Statistics,135,87609,Concepts Of Stat,Lecture,1,Ingileif Hallgrimsdottir,Tue Thu 09:30a-11:00a,130,90,45,89,98.88889,98.88889,0,Week 04
2015 Spring,Statistics,135,87621,Concepts Of Stat,Lecture,2,Joan Bruna Estrach,Mon Wed Fri 11:00a-12:00p,110,90,45,88,97.77778,97.77778,10,Week 04
2015 Spring,Statistics,150,87633,Stochastic Process,Lecture,1,Allan Sly,Mon Wed Fri 12:00p-01:00p,74,70,20,59,84.28571,84.28571,0,Week 04
2015 Spring,Statistics,151A,87642,Linear Modelling,Lecture,1,Adityanand Guntuboyina,Tue Thu 02:00p-03:30p,57,70,10,63,90,90,0,Week 04
2015 Spring,Statistics,152,87651,Sampling Surveys,Lecture,1,Deborah Nolan,Tue Thu 03:30p-05:00p,44,69,0,62,89.85507,89.85507,0,Week 04
2015 Spring,Statistics,153,87660,Intro Time Series,Lecture,1,Adityanand Guntuboyina,Tue Thu 11:00a-12:30p,67,70,11,65,92.85714,92.85714,0,Week 04
2015 Spring,Statistics,153,87663,Intro Time Series,Lecture,2,David Brillinger,Tue Thu 03:30p-05:00p,92,60,16,60,100,100,6,Week 04
2015 Spring,Statistics,154,87672,Stat Predict Mach/L,Lecture,1,Nusrat Rabbee,Mon Wed 05:30p-07:00p,88,60,30,60,100,100,4,Week 04
2015 Spring,Statistics,155,87681,Game Theory,Lecture,1,Shobhana Murali Stoyanov,Mon Wed Fri 09:00a-10:00a,123,75,20,74,98.66667,98.66667,0,Week 04
2015 Spring,Statistics,158,87696,Dsgn Of Experiments,Lecture,1,Elizabeth Purdom,Tue Thu 11:00a-12:30p,31,60,16,47,78.33333,78.33333,0,Week 04
2015 Spring,Statistics,197,87720,Field Study In Stat,Field Work,1,David Brillinger,,0,1,1,1,100,100,0,Week 04
2015 Spring,Statistics,197,87723,Field Study In Stat,Field Work,2,Fletcher Ibser,,0,2,2,1,50,50,0,Week 04
2015 Spring,Statistics,197,87725,Field Study In Stat,Field Work,3,Deborah Nolan,,0,10,1,9,90,90,0,Week 04
2015 Spring,Statistics,197,88095,Field Study In Stat,Field Work,4,Ingileif Hallgrimsdottir,,0,10,1,7,70,70,0,Week 04
2015 Spring,Statistics,197,88098,Field Study In Stat,Field Work,5,Michael Klass,,0,1,5,1,100,100,0,Week 04
2015 Spring,Statistics,198,87726,Directed Group Stdy,Directed Group Study,1,Howard D'Abrera; Yuhao Jiang,Mon 04:00p-06:00p,0,30,14,15,50,50,1,Week 04
2015 Spring,Statistics,198,87729,Directed Group Stdy,Directed Group Study,2,Andrew Zhao; David Aldous; Lukas Vlahos,Wed 06:00p-08:00p,0,40,40,27,67.5,67.5,0,Week 04
2015 Spring,Statistics,198,87732,Directed Group Stdy,Directed Group Study,3,David Brillinger,Mon 05:00p-07:00p,0,25,32,18,72,72,2,Week 04
2015 Spring,Statistics,198,87735,Directed Group Stdy,Directed Group Study,4,Matthew Mccaffrey; Shobhana Murali Stoyanov,Mon 05:30p-07:30p,0,30,38,11,36.66667,36.66667,1,Week 04
2015 Spring,Statistics,198,87738,Directed Group Stdy,Directed Group Study,5,James Pitman; Michael Leong,Mon Wed Fri 02:00p-03:00p,0,52,20,30,57.69231,57.69231,0,Week 04
2015 Spring,Statistics,198,87744,Directed Group Stdy,Directed Group Study,7,James Pitman; Michael Leong,Mon Wed Fri 10:00a-11:00a,0,66,33,33,50,50,0,Week 04
2015 Spring,Statistics,204,87764,Prob Applications,Lecture,1,Allan Sly,Mon Wed Fri 02:00p-03:00p,13,20,20,15,75,75,0,Week 04
2015 Spring,Statistics,C205B,87765,Prob Theory,Lecture,1,Steven Evans,Tue Thu 12:30p-02:00p,0,25,25,11,44,44,0,Week 04
2015 Spring,Statistics,C206B,87768,Stochastic Process,Lecture,1,Alan Hammond,Tue Thu 02:00p-03:30p,1,15,5,6,40,40,0,Week 04
2015 Spring,Statistics,210B,87771,Theoretical Stat,Lecture,1,Martin Wainwright,Tue Thu 09:30a-11:00a,0,40,40,40,100,100,7,Week 04
2015 Spring,Statistics,215B,87777,Stat Mod: Thr & Apl,Lecture,1,Jon Mcauliffe,Tue Thu 02:00p-03:30p,0,40,40,15,37.5,37.5,0,Week 04
2015 Spring,Statistics,222,87783,Ma-Stt Capstone,Seminar,1,Cari Kaufman,Mon Wed 09:00a-11:00a,1,31,0,24,77.41935,77.41935,0,Week 04
2015 Spring,Statistics,230A,87786,Linear Models,Lecture,1,Fletcher Ibser,Mon Wed Fri 12:00p-01:00p,14,35,41,35,100,100,2,Week 04
2015 Spring,Statistics,239B,87794,Quant Meth Soci Sci,Lecture,1,Jasjeet Sekhon,Wed 04:00p-07:00p,0,10,1,5,50,50,0,Week 04
2015 Spring,Statistics,240,87795,Nonpar & Robust Mth,Lecture,1,Johann Gagnon-Bartsch,Mon Wed Fri 11:00a-12:00p,0,30,30,14,46.66667,46.66667,0,Week 04
2015 Spring,Statistics,C245A,87798,Intr Biostat Theory,Lecture,1,Alan Hubbard,Tue Thu 02:00p-03:30p,0,12,12,3,25,25,0,Week 04
2015 Spring,Statistics,C245F,87803,Stat Genomics,Lecture,1,Sandrine Dudoit,Tue Thu 12:30p-02:00p,0,10,1,9,90,90,0,Week 04
2015 Spring,Statistics,248,87804,Time Series,Lecture,1,David Brillinger,Tue Thu 11:00a-12:30p,6,40,40,23,57.5,57.5,0,Week 04
2015 Spring,Statistics,260,87813,Topics Prob & Stat,Lecture,1,Yun Song,Tue Thu 05:00p-06:30p,3,30,30,18,60,60,0,Week 04
2015 Spring,Statistics,260,87816,Topics Prob & Stat,Lecture,2,Benjamin Recht,Tue Thu 03:30p-05:00p,3,23,15,15,65.21739,65.21739,0,Week 04
2015 Spring,Statistics,260,87818,Topics Prob & Stat,Lecture,3,Michael Mahoney,Tue Thu 09:30a-11:00a,0,15,5,2,13.33333,13.33333,0,Week 04
2015 Spring,Statistics,C261,87819,Quant/Stat Research,Lecture,1,Leo Goodman,Tue 12:00p-02:00p,0,10,10,3,30,30,0,Week 04
2015 Spring,Statistics,272,87822,Consulting,Session,1,Haiyan Huang,Fri 01:00p-03:00p,2,11,10,10,90.90909,90.90909,1,Week 04
2015 Spring,Statistics,278B,87825,Stat Seminars,Seminar,1,Yun Song,Wed 01:00p-02:00p,0,36,36,11,30.55556,30.55556,0,Week 04
2015 Spring,Statistics,278B,87828,Stat Seminars,Seminar,2,Lisa Goldberg; Robert Anderson,Tue 10:00a-12:00p,1,30,30,2,6.666667,6.666667,0,Week 04
2015 Spring,Statistics,278B,87831,Stat Seminars,Seminar,3,Alan Hammond,Wed 03:00p-04:00p,0,36,36,6,16.66667,16.66667,0,Week 04
2014 Spring,Computer Science,9A,26003,Programmers' Matlab,Self-paced,1,Paul Hilfinger,,0,75,75,20,26.66667,26.66667,0,Week 04
2014 Spring,Computer Science,9C,26006,Programmers' C,Self-paced,1,Paul Hilfinger,,0,75,75,23,30.66667,30.66667,0,Week 04
2014 Spring,Computer Science,9D,26009,Programmers' Scheme,Self-paced,1,Paul Hilfinger,,0,75,75,3,4,4,0,Week 04
2014 Spring,Computer Science,9E,26012,Productive Unix Use,Self-paced,1,Paul Hilfinger,,7,120,120,105,87.5,87.5,0,Week 04
2014 Spring,Computer Science,9F,26015,Programmers' C++,Self-paced,1,Paul Hilfinger,,0,75,75,58,77.33333,77.33333,0,Week 04
2014 Spring,Computer Science,9G,26018,Programmers' Java,Self-paced,1,Paul Hilfinger,,0,75,75,31,41.33333,41.33333,0,Week 04
2014 Spring,Computer Science,9H,26021,Programmers' Python,Self-paced,1,Paul Hilfinger,,0,150,150,62,41.33333,41.33333,0,Week 04
2014 Spring,Computer Science,10,26024,Beauty Joy Computng,Lecture,1,Daniel Garcia,Mon Wed 10:00a-11:00a,17,320,292,248,77.5,77.5,0,Week 04
2014 Spring,Computer Science,24,26086,Freshman Seminars,Seminar,1,David Culler; Katherine Yelick,Fri 02:00p-03:00p,0,30,40,17,56.66667,56.66667,2,Week 04
2014 Spring,Computer Science,24,26011,Freshman Seminars,Seminar,2,David Culler; Katherine Yelick,Wed 04:00p-05:00p,0,30,40,26,86.66667,86.66667,2,Week 04
2014 Spring,Computer Science,47B,26090,Supl Data Structure,Self-paced,1,Paul Hilfinger,,9,20,20,12,60,60,0,Week 04
